,어린이집명,주소,위도,경도
203,서곡해뜰어린이집,전라북도 전주시 완산구 원서곡길 54-1 (효자동3가),35.8326063,127.0940059
204,서신어린이집,전라북도 전주시 완산구 감나무로 15 (서신동),35.8291287,127.1202846
205,서신피노키오어린이집,"전라북도 전주시 완산구 새터로 95 120동 102호(서신동, 동아한일)",35.8362568,127.1177841
206,서진우리어린이집,전라북도 전주시 완산구 평화동1가 평화18길 11,35.79326289999999,127.1350594
207,서호또래어린이집,"전라북도 전주시 덕진구 송천동1가 송천로 31 105동 104호(송천동1가, 서호1차아파트)",35.85563339999999,127.1180025
208,서희스타어린이집,전라북도 전주시 완산구 효자동2가 홍산1길 21 서희스타힐스 관리동내,35.81486,127.1064606
209,성산어린이집,전라북도 전주시 완산구 천경로 7 전주성산교회1층(동서학동),35.8070565,127.1530005
210,성원가정어린이집,"전라북도 전주시 완산구 새터로 60 202동 102호(서신동, 광진장미)",35.834914,127.113142
211,성원어린이집,"전라북도 전주시 완산구 서신천변11길 22 관리동(서신동, 성원)",35.8306086,127.1113376
212,성품바른어린이집,전라북도 전주시 덕진구 송천동2가 세병로 85 502동 107호(에코시티 데시앙아파트),35.873171,127.134232
213,성품좋은어린이집,전라북도 전주시 덕진구 천마산로 100 송천진흥더블파크 단지내 관리동 보육시설 (송천동1가),35.863938,127.1323515
214,세븐팰리스어린이집,전라북도 전주시 완산구 효자동2가 우전로 180 세븐팰리스아파트 관리동,35.810546,127.1026436
215,세원어린이집,"전라북도 전주시 덕진구 호성동1가 호성1길 29 나동 107호(호성동1가, 신동아)",35.8559629,127.1534926
216,세창어린이집,"전라북도 전주시 완산구 용리로 179 103동 103호(삼천동1가, 세창짜임)",35.7991591,127.1275033
217,세향어린이집,"전라북도 전주시 완산구 소대배기로 33 102동 103호(평화동2가, 현대)",35.7874182,127.1336695
218,센트럴키즈어린이집,전라북도 전주시 덕진구 송천로 1 송천동센트럴파크아파트 관리동(1층) (송천동1가),35.8539669,127.117336
219,소나무어린이집,"전라북도 전주시 덕진구 호반로 11 203동 101호(송천동1가, 송천동센트럴파크2단지아파트)",35.8539669,127.117336
220,소망어린이집,전라북도 전주시 덕진구 실리1길 26-8,35.8723538,127.0688184
221,소원어린이집,"전라북도 전주시 덕진구 호성동1가 동부대로 787 5동 101호(호성동1가, 동신아파트)",35.8579393,127.1544712
222,소율어린이집,"전라북도 전주시 완산구 삼천천변3길 20 단지내(삼천동1가, 호반리젠시빌)",35.7973625,127.1116158
223,솔내어린이집,전라북도 전주시 덕진구 천마산로 33 전북 전주시 덕진구 송천동2가 1280번지 송천주공2차아파트 관리동,35.864882,127.126057
224,솔로몬어린이집,전라북도 전주시 덕진구 붓내4길 17-1,35.8681747,127.1229748
225,솔밭영재어린이집,"전라북도 전주시 완산구 양지2길 10 104동 102호(평화동2가, 동신)",35.79203930000001,127.1230773
226,솔빛어린이집,전라북도 전주시 덕진구 송천동1가 송천3길 55 벽산e-리버파크아파트(관리동),35.861007,127.1179031
227,솜사탕어린이집,"전라북도 전주시 덕진구 송천동1가 가리내로 550 108동 101호(송천동1가,한양아파트)",35.8607994,127.1130862
228,송림꽃무지풀무지어린이집,전라북도 전주시 완산구 효자동2가 한절길 67-44,35.8032174,127.0898256
229,송이송이어린이집,"전라북도 전주시 완산구 백제대로 13 105동 107호(삼천동1가, 고층우성아파트)",35.7959185,127.130614
230,송정아가방어린이집,"전라북도 전주시 완산구 평화7길 40 106동 101호(평화동2가, 송정써미트)",35.7856427,127.1381146
231,송정좋은친구 어린이집,"전라북도 전주시 완산구 평화7길 40 107동 101호(평화동2가, 송정써미트)",35.7856427,127.1381146
232,송천동트는어린이집,전라북도 전주시 덕진구 천마산로 116-3,35.8643626,127.1339609
233,송천원광어린이집,전라북도 전주시 덕진구 송천중앙로 100  -3 송천원광어린이집,35.8559841,127.1210498
234,수어린이집,"전라북도 전주시 완산구 호암로 41 809동 104호(효자동2가, 아르팰리스휴먼시아)",35.810694,127.0986444
235,순복음어린이집,전라북도 전주시 덕진구 견훤왕궁로 246-3,35.8402594,127.1462276
236,숲소리어린이집,전라북도 전주시 완산구 효자동3가 원서곡길 27,35.8340098,127.0943191
237,숲속마을가정어린이집,"전라북도 전주시 덕진구 벚꽃로 57 117동 101호(진북동, 우성)",35.8308486,127.1340884
238,숲속몬테소리어린이집,전라북도 전주시 덕진구 인후동1가 한배미6길 26 (인후동1가),35.8222632,127.1679706
239,숲속어린이집,전라북도 전주시 덕진구 틀못4길 17 우미린2차 203동 101호,35.8514696,127.0699428
240,숲정이성지어린이집,전라북도 전주시 덕진구 진북1길 26 숲정이성지 어린이집,35.82730370000001,127.1329185
241,쉐마어린이집,전라북도 전주시 덕진구 호성로 18-5,35.854127,127.1527426
242,스위첸어린이집,전라북도 전주시 덕진구 송천동1가 오송1길 37-17 송천KCC스위첸아파트 관리동 보육시설,35.8643598,127.129928
243,슬기로운아이어린이집,"전라북도 전주시 완산구 안행로 175 101동 104호(중화산동1가, 현대1차)",35.8115344,127.1316014
244,신나는아이어린이집,"전라북도 전주시 덕진구 송천2길 25 1동 107호(송천동1가, 라이프)",35.8591608,127.1187524
245,신나는어린이집,"전라북도 전주시 덕진구 무삼지로 32 205동 105호(인후동1가, 인후꿈마을부영2차아파트)",35.829804,127.1648598
246,신난다어린이집,"전라북도 전주시 완산구 당산로 101 104동 103호(서신동, 동아)",35.8362568,127.1177841
247,신동어린이집,전라북도 전주시 완산구 맏내로 158-11 (평화동2가),35.7943179,127.1293816
248,신색동어린이집,"전라북도 전주시 완산구 용리로 133 110호(삼천동1가, 삼익아파트)",35.7976682,127.1243923
249,신생어린이집,전라북도 전주시 완산구 난전들로 22-7 (평화동3가),35.7786974,127.1267845
250,신세계어린이집,전라북도 전주시 덕진구 아중6길 24-4,35.8323557,127.1718354
251,신원아띠어린이집,"전라북도 전주시 완산구 효자동1가 용머리로 101 (효자동1가,신원리브웰) 관리동",35.8067345,127.1208547
252,신일아이사랑어린이집,"전라북도 전주시 완산구 강변로 98 105동 105호(삼천동1가, 신일강변)",35.7995567,127.1127267
253,신일어린이집,전라북도 전주시 덕진구 송천동1가 솔내로 144 전주 신일 어린이집,35.8619384,127.1283347
254,신전주어린이집,전라북도 전주시 완산구 능안자구길 75 (삼천동3가),35.8032022,127.084494
255,쌍용기쁨어린이집,전라북도 전주시 덕진구 송천동2가 와룡로 40 송천동1차쌍용아파트 103동 102호,35.8630769,127.112614
256,썬샤인어린이집,전라북도 전주시 완산구 효자동2가 우전로 96,35.8132624,127.1011393
257,쑥쑥어린이집,"전라북도 전주시 완산구 평화로 100 209동 102호(평화동2가, 주공그린2단지)",35.7848347,127.1349762
258,씽씽가정어린이집,"전라북도 전주시 덕진구 무삼지로 32 204동 102호(인후동1가, 인후꿈마을부영2차아파트)",35.829804,127.1648598
259,아가또래어린이집,"전라북도 전주시 완산구 서신천변11길 22 106동 103호(서신동, 성원)",35.8306086,127.1113376
260,아가베베궁어린이집,"전라북도 전주시 덕진구 쪽구름로 13 104동 112호(여의동, 제일)",35.8675562,127.0776975
261,아가사랑어린이집,전라북도 전주시 덕진구 덕용1길 53-1,35.8711068,127.08116
262,아기나무어린이집,전라북도 전주시 완산구 따박골로 8 2동 102호(효자동1가 남양황실),35.8088967,127.123866
263,아기둥지어린이집,"전라북도 전주시 덕진구 소리로 179 215동 103호(호성동1가, 주공아파트)",35.8586341,127.1506453
264,아기별어린이집,전라북도 전주시 덕진구 무삼지5길 18 (인후동1가),35.8273654,127.163663
265,아기사랑어린이집,"전라북도 전주시 덕진구 동부대로 785 301동 110호(호성동1가, 동신아파트)",35.8572727,127.1555545
266,아기샛별어린이집,"전라북도 전주시 덕진구 붓내3길 29 112동 103호(송천동2가, 주공아파트)",35.8680209,127.1252793
267,아기숲어린이집,"전라북도 전주시 덕진구 거북바우3길 15 관리동 1층(금암동, 중앙하이츠아파트)",35.8377476,127.1396751
268,아기천사어린이집,전라북도 전주시 완산구 외칠봉1길 17 (효자동1가),35.8028996,127.1371799
269,아기토마토어린이집,"전라북도 전주시 덕진구 벚꽃로 57 113동 101호(진북동, 우성)",35.8308486,127.1340884
270,아띠맘어린이집,"전라북도 전주시 완산구 거마평로 139 101동 107호(효자동1가, 삼성효자맨션)",35.8047506,127.1154208
271,아띠어린이집,"전라북도 전주시 완산구 평화7길 40 104동 103호(평화동2가, 송정써미트)",35.7856427,127.1381146
272,아람어린이집,전라북도 전주시 덕진구 기린대로 1018-7 푸른솔아파트단지내,35.8686313,127.074857
273,아롱별어린이집,"전라북도 전주시 완산구 서곡로 34 102동 105호(효자동3가, 청솔)",35.83185410000001,127.0997001
274,아르팰리스물앤빛어린이집,"전라북도 전주시 완산구 호암로 41 단지내(효자동2가, 아르팰리스휴먼시아)",35.810694,127.0986444
275,아름다운어린이집,"전라북도 전주시 완산구 삼천천변1길 9 관리동(삼천동1가, 삼천주공6단지)",35.7958574,127.1114189
276,아빠랑어린이집,전라북도 전주시 덕진구 우아동3가 도당산4길 53-12 아빠랑어린이집,35.8455352,127.1558639
277,아이가크는숲예솔어린이집,전라북도 전주시 덕진구 동가재미2길 59 (인후동1가),35.83484310000001,127.1667202
278,아이깨비어린이집,"전라북도 전주시 완산구 온고을로 119 103동 103호(서신동, 신일)",35.8326974,127.1094567
279,아이누리어린이집,"전라북도 전주시 덕진구 솔내9길 5 102동 107호(송천동1가, 송천동우림)",35.8618293,127.1257784
280,아이다솜어린이집,전라북도 전주시 완산구 하거마3길 25 (삼천동1가),35.7942167,127.1182115
281,아이다움어린이집,전라북도 전주시 완산구 효자동3가 홍산북로 83 (효자동3가)코오롱스카이타워 관리동 내,35.8179978,127.1115885
282,아이들세상어린이집,전라북도 전주시 완산구 평화로 71 (평화동2가),35.783188,127.1331786
283,아이들세상어린이집,전라북도 전주시 덕진구 무삼지1길 14-3,35.8253371,127.1619434
284,아이뜰어린이집,전라북도 전주시 완산구 화산천변2길 11-3 (중화산동2가),35.8197063,127.1173166
285,아이렌어린이집,전라북도 전주시 덕진구 송천동1가 송천로 43 서호 2차 @ 201-101,35.8569943,127.1177247
286,아이림어린이집,전라북도 전주시 덕진구 명주5길 14-12,35.8445887,127.1499648
287,아이맘어린이집,"전라북도 전주시 완산구 평화7길 40 102동 107호(평화동2가, 송정써미트)",35.7856427,127.1381146
288,아이사랑어린이집,전라북도 전주시 덕진구 반룡1길 8 (팔복동2가),35.8602159,127.0905552
289,아이세상어린이집,전라북도 전주시 덕진구 오송1길 13-5,35.8634906,127.1280422
290,아이숲어린이집,"전라북도 전주시 완산구 효자동2가 우전로 180 707동 103호(효자동2가, LH세븐팰리스아파트)",35.8132624,127.1011393
291,아이와숲어린이집,"전라북도 전주시 완산구 안행2길 26 단지내 (효자동1가, 대림)",35.8025844,127.1286418
292,아이와어린이집,"전라북도 전주시 완산구 효자동2가 우전로 180 708동 102호(효자동 2가, LH세븐팰리스아파트)",35.8132624,127.1011393
293,아이원어린이집,"전라북도 전주시 완산구 서곡로 8 107동 106호(효자동3가, 서곡주공)",35.8313795,127.0961244
294,아이월드어린이집,전라북도 전주시 덕진구 호성로 40,35.8554163,127.1520403
295,아이조아어린이집,"전라북도 전주시 덕진구 와룡2길 7 101동 101호(송천동2가, 솔내마을동아)",35.8658173,127.113303
296,아중어린이집,전라북도 전주시 덕진구 한배미3길 8 (인후동1가),35.8252822,127.1659614
297,아침해어린이집,전라북도 전주시 덕진구 호성동2가 화정안길 25 (호성동2가),35.8721375,127.1435569
298,아트빌어린이집,전라북도 전주시 완산구 화산천변6길 5 (중화산동2가),35.8212468,127.1156252
299,안디옥어린이집,전라북도 전주시 덕진구 화정길 41 (호성동2가),35.8724964,127.1425653
300,알곡어린이집,전라북도 전주시 덕진구 원산정길 18 (산정동),35.842432,127.1719222
301,알프스어린이집,"전라북도 전주시 완산구 견훤로 100-14 상가동 1층(중노송동, 기린봉아파트)",35.8200829,127.162777
302,애플어린이집,전라북도 전주시 덕진구 인후동1가 안덕원로 251 관리동내,35.8379588,127.1541908
303,애플트리어린이집,"전라북도 전주시 완산구 효자동2가 소태정로 1 403동 103호(효자동2가,휴먼시아아이린)",35.8063056,127.0968392
304,양정어린이집,전라북도 전주시 덕진구 솔내9길 8-11,35.8630947,127.1256549
305,양지가정어린이집,"전라북도 전주시 완산구 양지2길 10 107동 106호(평화동2가, 동신)",35.79203930000001,127.1230773
306,어깨동무어린이집,전라북도 전주시 완산구 선너머3길 19-9 (중화산동1가),35.8139045,127.1295341
307,엄마랑가정어린이집,"전라북도 전주시 덕진구 쪽구름로 19 104동 102호(여의동,제일)",35.8674091,127.0775616
308,엄마랑나랑어린이집,"전라북도 전주시 완산구 평화로 120 101동 109호(평화동2가, 두산경복궁아파트)",35.78725300000001,127.13528
309,엄마랑아가랑어린이집,전라북도 전주시 완산구 빙고리3길 19 (서완산동1가),35.8135102,127.1383598
310,엄마랑아가어린이집,"전라북도 전주시 덕진구 심방죽로 16 101동 105호(인후동1가, 인후동선변)",35.8375806,127.1511665
311,엄마사랑어린이집,"전라북도 전주시 덕진구 진버들3길 10 101동 107호(인후동1가, 진버들마을부영1차아파트)",35.8360312,127.162353
312,엄마손가정어린이집,"전라북도 전주시 덕진구 붓내3길 29 122동 101호(송천동2가, 주공아파트)",35.8680209,127.1252793
313,엄마품어린이집,"전라북도 전주시 덕진구 견훤로 333 105동 101호(인후동1가, 두산위브)",35.841247,127.153749
314,에덴어린이집,전라북도 전주시 완산구 장승배기로 302-3 (서서학동),35.8038228,127.1496094
315,에디슨어린이집,전라북도 전주시 덕진구 송천동2가 사근1길 11 304동 103호(현대3차),35.8678266,127.1284734
316,에바다어린이집,"전라북도 전주시 덕진구 솔내로 142 102동 102호(송천동1가, 송천신일)",35.8624383,127.1279736
317,에벤에셀어린이집,"전라북도 전주시 덕진구 안덕원로 251 108동 105호(인후동1가, 인후동한신휴플러스)",35.8326849,127.1471289
318,에브리클럽어린이집,"전라북도 전주시 완산구 여울로 79 101동 105호(서신동, 대우1차아파트)",35.8371213,127.1151037
319,에코어린이집,전라북도 전주시 완산구 화산천변6길 16 (중화산동2가),35.8214339,127.1144688
320,엔젤어린이집,"전라북도 전주시 완산구 세내로 559 102동 104호(효자동3가, 서곡엘지)",35.8339356,127.0979499
321,엔젤키즈어린이집,전라북도 전주시 덕진구 틀못4길 17 204동 103호 전북혁신우미린,35.8407744,127.0672257
322,엘드사랑의어린이집,"전라북도 전주시 완산구 세내로 241 101동 103호(효자동2가, 효자1차엘드수목토)",35.8124162,127.1097267
323,엘림몬테소리어린이집,"전라북도 전주시 덕진구 솔내로 142 101동 102호(송천동1가, 송천신일)",35.8624383,127.1279736
324,엘사랑어린이집,"전라북도 전주시 덕진구 반월4길 15 101동 104호(반월동, 대창하이빌타운)",35.8751303,127.0711732
325,엘지엄마사랑어린이집,"전라북도 전주시 완산구 세내로 559 104동 105호(효자동3가,서곡엘지)",35.8339356,127.0979499
326,엘프어린이집,전라북도 전주시 덕진구 오송1길 17 (송천동1가),35.8631724,127.1286635
327,엠코동화어린이집,"전라북도 전주시 완산구 평화동2가 양지3길 25-1 (평화동2가, 평화동엠코타운)",35.78946240000001,127.1195726
328,연두어린이집,전라북도 전주시 완산구 효자동3가 농소7길 19 (효자동3가),35.818378,127.0990046
329,열린교육어린이집,"전라북도 전주시 완산구 양지2길 10 104동 103호(평화동2가, 동신)",35.79203930000001,127.1230773
330,열린꼬마숲어린이집,전라북도 전주시 완산구 효자동1가 효동3길 33 8동 101호(금호아파트),35.803231,127.1304168
331,열린동화나라어린이집,전라북도 전주시 완산구 우전2길 8 (효자동2가),35.8056189,127.1084041
332,열린생각어린이집,전라북도 전주시 완산구 원서곡길 8 (효자동3가),35.83573140000001,127.0972788
333,열린아이세상어린이집,"전라북도 전주시 완산구 온고을로 121 102동 106호(서신동, 광진)",35.8336988,127.1082395
334,열방으로어린이집,"전라북도 전주시 완산구 삼천천변2길 51 102동 106호(삼천동1가, 우성2차아파트)",35.79769280000001,127.1157388
335,영생어린이집,전라북도 전주시 완산구 삼천천변3길 60 C동 (삼천동1가),35.7970281,127.1162709
336,예꿈새어린이집,"전라북도 전주시 덕진구 덕진동2가 경동로 20 106동 101호 (덕진동2가, 하가부영아파트)",35.8429998,127.1102574
337,예꿈어린이집,"전라북도 전주시 완산구 안터3길 11 1동 105호(서신동,진보설레임)",35.8286367,127.1194198
338,예다음어린이집,전라북도 전주시 완산구 중화산동2가 안행로 165-5 영무예다음 아파트 관리사무소 내,35.8097401,127.131824
339,예닮어린이집,"전라북도 전주시 완산구 평화동2가 구이로 2065 104동 106호(평화동2가,영무예다음)",35.7823049,127.1288923
340,예담어린이집,"전라북도 전주시 덕진구 틀못1길 15 506동 관리동 보육시설(장동, 호반베르디운더센트럴 1 아파트 )",35.8407744,127.0672257
341,예대어린이집,전라북도 전주시 덕진구 시천로 29-27,35.8602299,127.1134186
342,예대키즈어린이집,전라북도 전주시 완산구 평화14길 11 (평화동2가),35.7918771,127.1348653
343,예뜰어린이집,전라북도 전주시 덕진구 송천동1가 솔내7길 40-5 (송천동1가 128-6),35.8590143,127.1258802
344,예랑어린이집,전라북도 전주시 덕진구 쪽구름1길 24 (동산동),35.8727582,127.0783592
345,예린어린이집,전라북도 전주시 완산구 농소7길 23 1층 (효자동3가),35.81807209999999,127.0990277
346,예빛어린이집,전라북도 전주시 덕진구 팔복동2가 추천4길 44,35.850506,127.1059092
347,예쁜꼬마어린이집,전라북도 전주시 덕진구 틀못4길 33 104동 104호 엘에이치이노팰리스아파트,35.8459113,127.0603153
348,예쁜사랑어린이집,"전라북도 전주시 완산구 모악로 4705 1동 101호(평화동2가,  삼성강남)",35.7895319,127.1301219
349,예쁜새싹어린이집,"전라북도 전주시 덕진구 석소로 29 101동 104호(인후동1가, 아중제일)",35.8297678,127.1680107
350,예쁜세상어린이집,전라북도 전주시 덕진구 사근1길 11 현대3차아파트302-103,35.8678266,127.1284734
351,예쁜아가어린이집,"전라북도 전주시 완산구 거마평로 125 106동 103호(효자동1가, 상산타운)",35.8032785,127.1151986
352,예쁜아기별어린이집,"전라북도 전주시 완산구 효자동3가 서곡로 34 관리동(효자동3가, 청솔)",35.8317748,127.0995882
353,예쁜아이어린이집,"전라북도 전주시 완산구 당산로 11 602동 106호(서신동, 서신쌍용)",35.8316841,127.111485
354,예쁜엄지어린이집,"전라북도 전주시 덕진구 호성로 40 106동 104호(호성동1가, 엘지동아)",35.8554673,127.1518882
355,예삐어린이집,"전라북도 전주시 완산구 서곡로 8 102동 101호(효자동3가, 서곡주공)",35.8313795,127.0961244
356,예사랑어린이집,"전라북도 전주시 덕진구 천마산로 100 104동 103호(송천동1가, 진흥더블파크아파트)",35.863938,127.1323515
357,예수병원어린이집,전라북도 전주시 완산구 강당5길 18 (중화산동1가),35.8137562,127.1354668
358,예스맘어린이집,"전라북도 전주시 완산구 강변로 210 101동 105호(효자동1가, 광진라미안)",35.8080323,127.1112805
359,예은어린이집,전라북도 전주시 덕진구 와룡로 3 (송천동1가),35.8602004,127.1118644
360,예찬어린이집,전라북도 전주시 완산구 삼천동1가 안행2길 33-3 (삼천동1가),35.8011347,127.1286633
361,예촌어린이집,전라북도 전주시 완산구 메너머3길 25-15 (중화산동2가),35.8231521,127.1200319
362,예크어린이집,"전라북도 전주시 완산구 서곡로 8 102동 104호(효자동3가, 서곡주공)",35.8313795,127.0961244
363,예트니어린이집,전라북도 전주시 덕진구 사근1길 23-13,35.8676999,127.1299361
364,오네뜨어린이집,"전라북도 전주시 완산구 평화동1가 덕적골1길 50 관리동(평화동 1가, 평화동 오네뜨아파트)",35.7935285,127.139364
365,오렌지어린이집,전라북도 전주시 완산구 전룡로 132-8 (서신동),35.8288142,127.1274688
366,오리온어린이집,"전라북도 전주시 덕진구 가련산로 24 108동 105호(덕진동2가, 영무예다음아파트)",35.8404359,127.1102883
367,온고을어린이집,전라북도 전주시 완산구 난전들로 220-38 (평화동2가),35.7874791,127.1201354
368,온누리어린이집,전라북도 전주시 완산구 삼천천변1길 31-3,35.7954466,127.1141112
369,온빛어린이집,전라북도 전주시 덕진구 출판로 69 606동 관리동 보육시설(호반베르디움 더센트럴2),35.8405967,127.0601351
370,올리브어린이집,전라북도 전주시 완산구 구이로 2041-1 (평화동3가),35.7803591,127.1289708
371,완산어린이집,전라북도 전주시 완산구 전주천서로 181 (서완산동1가),35.8107319,127.1388004
372,왕자공주어린이집,"전라북도 전주시 덕진구 천마산로 100 103동 108호(송천동1가, 진흥더블파크아파트)",35.863938,127.1323515
373,우리두리어린이집,"전라북도 전주시 완산구 호암로 41 804동 103호(효자동2가, 아르팰리스휴먼시아)",35.810694,127.0986444
374,우리들어린이집,전라북도 전주시 완산구 산월1길 26 (중화산동2가),35.81307,127.1203877
375,우리모두어린이집,전라북도 전주시 덕진구 송천동2가 용흥길 12-6,35.8739393,127.1127764
376,우리아가어린이집,"전라북도 전주시 완산구 용머리로 29 3동 101호(효자동1가, 효자롯데)",35.8074446,127.112421
377,우리아이어린이집,전라북도 전주시 완산구 성지산로 27-7 (삼천동1가),35.8006008,127.1213084
378,우리어린이집,"전라북도 전주시 완산구 덕적골2길 25 관리동(평화동1가, 평화주공1단지)",35.7969464,127.1421962
379,우미브레인어린이집,"전라북도 전주시 덕진구 오공로 70 106동 105호(중동, 우미린 1차)",35.8355499,127.1417709
380,우미어린이집,전라북도 전주시 덕진구 틀못4길 17 전북혁신우미린2단지아파트 관리동,35.8407744,127.0672257
381,우석어린이집,전라북도 전주시 완산구 상거마4길 9 (삼천동1가),35.7971113,127.1202538
382,우아어린이집,전라북도 전주시 덕진구 우아7길 13 (우아동3가),35.84979070000001,127.1546409
383,우정어린이집,"전라북도 전주시 덕진구 천마산로 575 103동 101호(우아동3가, 우정신세계)",35.8409757,127.166479
384,우주가정어린이집,"전라북도 전주시 덕진구 무삼지로 40 206동 102호(인후동1가, 인후꿈마을부영2차아파트)",35.829804,127.1648598
385,웃음꽃어린이집,"전라북도 전주시 덕진구 우아동2가 중상보로 10 관리동내(우아동2가, 롯데아파트)",35.8314427,127.1689983
386,원형어린이집,전라북도 전주시 완산구 거마중앙로 36 (삼천동1가),35.7963704,127.1207432
387,위드키즈어린이집,전라북도 전주시 완산구 서신천변13길 14-10 (서신동),35.8310857,127.112718
388,위브어린이집,"전라북도 전주시 덕진구 인후동1가 견훤로 333 107동 104호(인후동1가, 두산위브)",35.8414377,127.1536624
389,위즈어린이집,전라북도 전주시 완산구 쑥고개로 196-32 (삼천동3가),35.7956409,127.0884938
390,유원어린이집,"전라북도 전주시 덕진구 소리로 191 1동 101호(호성동1가, 유원아파트)",35.858297,127.1530084
391,유정어린이집,전라북도 전주시 완산구 원서곡길 46-34 (효자동3가),35.833743,127.0941457
392,유토피아어린이집,전라북도 전주시 덕진구 호반8길 15 오성유토피아 아파트  B/102,35.8524671,127.1160584
393,은보어린이집,"전라북도 전주시 덕진구 붓내3길 29 130동 103호(송천동2가, 주공아파트)",35.8680209,127.1252793
394,은성어린이집,전라북도 전주시 완산구 강당1길 18-21 (서완산동2가),35.8102959,127.133932
395,이계순의 동화속 어린이집,전라북도 전주시 완산구 난전들로 219-17 (평화동2가),35.78688510000001,127.1159551
396,이문선가정어린이집,"전라북도 전주시 완산구 서원로 270 2동 107호(중화산동2가, 오성은하)",35.8114506,127.1241234
397,이삭어린이집,"전라북도 전주시 덕진구 쪽구름로 123 101동 107호(반월동, 남양반월타운)",35.87299160000001,127.0711454
398,이삭영재어린이집,"전라북도 전주시 덕진구 붓내3길 29 123동 102호(송천동2가, 주공아파트)",35.8680209,127.1252793
399,이안어린이집,"전라북도 전주시 완산구 삼천동1가 용리로 165 108동 105호(삼천동 1가, 삼천이안아파트)",35.7990461,127.1260598
400,이안키즈어린이집,전라북도 전주시 완산구 삼천동1가 용리로 165 이안전주삼천아파트내 관리동,35.7990461,127.1260598
401,이지움어린이집,전라북도 전주시 덕진구 인후동2가 백동2길 11 건지산이지움아파트 관리동 보육시설,35.8464572,127.1473025
402,인애어린이집,전라북도 전주시 덕진구 소리로 179 주공2단지내 주민복지관 (호성동1가),35.8586341,127.1506453
403,자람터어린이집,"전라북도 전주시 덕진구 진버들3길 10 105동 114호(인후동1가, 진버들마을부영1차아파트)",35.8360312,127.162353
404,자연생활어린이집,전라북도 전주시 덕진구 초포로 250-15,35.8729193,127.1485538
405,자이으뜸 어린이집,"전라북도 전주시 덕진구 두간6길 8 104동 105호(송천동1가, 송천자이)",35.8622435,127.1264714
