,어린이집명,주소,위도,경도
406,작은사랑어린이집,"전라북도 전주시 덕진구 추천1길 6 101동 106호(팔복동2가, 코스타빌아파트)",35.8483048,127.1057534
407,작은새두리어린이집,전라북도 전주시 완산구 평화14길 15-10 (평화동2가),35.7921923,127.1340732
408,작은서전주어린이집,전라북도 전주시 완산구 난전들로 139-27 (평화동3가),35.7803832,127.1148679
409,작은천사어린이집,전라북도 전주시 덕진구 견훤로 350 (우아동3가),35.8425378,127.154626
410,장동에코르어린이집,전라북도 전주시 덕진구 정암길 19 장동에코르아파트 관리동 1층 (장동),35.8613817,127.0608967
411,재능나라어린이집,전라북도 전주시 덕진구 원고랑2길 16 (고랑동),35.8742075,127.0846125
412,재능영재어린이집,"전라북도 전주시 덕진구 무삼지로 40 201동 105호(인후동1가, 인후꿈마을부영2차아파트)",35.829804,127.1648598
413,재미랑어린이집,"전라북도 전주시 완산구 서곡로 8 106동 103호(효자동3가, 서곡주공)",35.8313795,127.0961244
414,재언어린이집,"전라북도 전주시 완산구 서신천변11길 22 103동 107호(서신동, 성원)",35.8306086,127.1113376
415,잼잼어린이집,"전라북도 전주시 덕진구 천마산로 100 107동 101호(송천동1가, 진흥더블파크아파트)",35.863938,127.1323515
416,전라북도청어린이집,전라북도 전주시 완산구 효자동3가 효자로 225,35.8197638,127.1081298
417,전북대학교 숲속어린이집,전라북도 전주시 덕진구 백제대로 567,35.844182,127.1292776
418,전북대학교병원어린이집,전라북도 전주시 덕진구 건지로 20,35.8471872,127.1405894
419,전북대학교보육교사교육원부설어린이집,전라북도 전주시 덕진구 백제대로 567,35.844182,127.1292776
420,전북지방경찰청어린이집,전라북도 전주시 완산구 효자동3가 유연로 180 전북지방경찰청 내,35.8241925,127.1051157
421,전주YWCA어린이집,전라북도 전주시 완산구 용머리로 98 (효자동1가),35.8058825,127.1209427
422,전주기전대학부설어린이집,전라북도 전주시 덕진구 송천중앙로 165 (송천동1가),35.8616172,127.1209212
423,전주대학교 수퍼스타어린이집,전라북도 전주시 완산구 효자동2가 천잠로 303 전주대학교 내,35.81350740000001,127.086864
424,전주물방울어린이집,전라북도 전주시 덕진구 덕진동2가 하가2길 29-39,35.8463766,127.115695
425,전주산단꿈나무어린이집,전라북도 전주시 덕진구 팔과정로 150,35.8599979,127.0943874
426,전주삼성어린이집,전라북도 전주시 완산구 권삼득로 20 (중노송동),35.8247495,127.1498843
427,전주하가부영사랑으로 어린이집,전라북도 전주시 덕진구 덕진동2가 경동로 20 전주하가사랑으로부영아파트 보육시설,35.8435975,127.1069495
428,전주효자어린이집,전라북도 전주시 완산구 밤나무1길 15-7 (효자동1가),35.8085904,127.1168155
429,전통나비어린이집,전라북도 전주시 완산구 충경로 125-29 (경원동3가),35.8215001,127.1503638
430,정다운어린이집,전라북도 전주시 덕진구 매봉8길 17-14,35.8398583,127.1388941
431,정선어린이집,전라북도 전주시 덕진구 안골4길 20 (인후동1가),35.8416204,127.1568197
432,제일사랑어린이집,"전라북도 전주시 덕진구 석소로 27 105동 105호(인후동1가, 아중제일)",35.8297678,127.1680107
433,제일작은천사어린이집,"전라북도 전주시 덕진구 쪽구름로 13 104동 104호(여의동, 제일)",35.8675562,127.0776975
434,제일조아어린이집,"전라북도 전주시 덕진구 쪽구름로 13 105동 102호(여의동, 제일)",35.8675562,127.0776975
435,젤로어린이집,전라북도 전주시 완산구 장승배기로 378-4 (서서학동),35.8046941,127.1510971
436,조은생각어린이집,"전라북도 전주시 완산구 서신로 102 103동 107호(서신동, 광진선수촌)",35.8346637,127.1170032
437,좋은어린이집,전라북도 전주시 덕진구 덕진동2가 추탄로 61 하가더루벤스 아파트 관리동,35.8451734,127.1129222
438,주랑어린이집,"전라북도 전주시 덕진구 팔복1길 6 103동103호(팔복동,남양아파트)",35.8483285,127.1045596
439,중산어린이집,전라북도 전주시 완산구 서원로 334 (중화산동1가),35.8142396,127.1340005
440,중흥사랑숲어린이집,"전라북도 전주시 완산구 새터로 74 105동 105호(서신동, 중흥)",35.834747,127.1146145
441,중흥어린이집,"전라북도 전주시 완산구 새터로 74 관리동(서신동, 중흥)",35.834747,127.1146145
442,중흥키즈어린이집,전라북도 전주시 덕진구 틀못3길 16,35.8407744,127.0672257
443,즐거운미키어린이집,"전라북도 전주시 완산구 삼천천변1길 45 204동 104호(삼천동1가 ,흥건)",35.7957517,127.1157543
444,지니쿠키어린이집,전라북도 전주시 덕진구 사근1길 11 306동101호,35.8666473,127.1295888
445,지혜의숲어린이집,전라북도 전주시 덕진구 진버들2길 16 안고을 우성아파트 상가내,35.8359962,127.159518
446,진주어린이집,"전라북도 전주시 완산구 신봉로 64 3동 102호(효자동1가, 광진진주)",35.8090754,127.1212505
447,진흥어린이집,전라북도 전주시 덕진구 호성동1가 호성로 132 진흥더블파크 1단지 관리동 내,35.8620221,127.149055
448,집현전어린이집,전라북도 전주시 완산구 안행5길 5-7 (삼천동1가),35.8013932,127.132119
449,창대리더어린이집,전라북도 전주시 덕진구 건산로 280 (우아동2가),35.8354782,127.1677131
450,채움어린이집,전라북도 전주시 덕진구 무삼지5길 10 (인후동1가),35.8275597,127.1643881
451,천사랑 어린이집,"전라북도 전주시 덕진구 아중로 176 306동 105호(인후동1가, 아중마을부영3차아파트)",35.8279709,127.166582
452,천사어린이집,전라북도 전주시 완산구 장승배기로 13 (삼천동1가),35.7961623,127.1211426
453,천재어린이집,"전라북도 전주시 덕진구 중상보로 10 105동 104호(우아동2가, 전주아중롯데)",35.8314427,127.1689983
454,첫단추어린이집,"전라북도 전주시 덕진구 가련산로 24 107동 102호(덕진동2가, 영무예다음아파트)",35.8404359,127.1102883
455,청아어린이집,"전라북도 전주시 완산구 서곡로 22 101동 104호(효자동3가, 서곡두산)",35.8307749,127.098144
456,청운어린이집,"전라북도 전주시 완산구 서곡로 34 105동 101호(효자동3가, 청솔)",35.8317748,127.0995882
457,체리나무어린이집,"전라북도 전주시 덕진구 호성동1가 호성로 136 203동 101호(호성동1가, 호성동진흥더블파크2단지)",35.8641884,127.146944
458,체리어린이집,"전라북도 전주시 덕진구 호성동1가 소리로 179 209/103 (호성동1가, 호성주공아파트)",35.8586341,127.1506453
459,초록꿈어린이집,"전라북도 전주시 덕진구 안덕원1길 30 101동 109호(우아동3가, 진흥하이츠)",35.8409415,127.1650262
460,초록별 어린이집,"전라북도 전주시 완산구 온고을로 119 101동 108호(서신동, 신일)",35.8326974,127.1094567
461,초록빛키즈어린이집,전라북도 전주시 덕진구 붓내3길 29 송천주공아파트 주민복지관내 (송천동2가),35.8680209,127.1252793
462,초록샘어린이집,전라북도 전주시 완산구 효자동2가 홍산1길 7 SK리더스뷰 아파트 관리동 내,35.813709,127.108011
463,초록숲어린이집,"전라북도 전주시 덕진구 오공로 71 105동 101호(중동, 호반베르디움아파트)",35.8355499,127.1417709
464,초록아이어린이집,전라북도 전주시 완산구 따박골6길 23 (중화산동2가),35.8087846,127.1289814
465,칙칙폭폭어린이집,"전라북도 전주시 덕진구 팽나무2길 7 102동 104호(인후동1가, 인후휴먼시아아파트)",35.8354697,127.1520831
466,캔디어린이집,"전라북도 전주시 덕진구 안덕원로 251 104동 104호(인후동1가, 인후동한신휴플러스)",35.8326849,127.1471289
467,캥거루어린이집,전라북도 전주시 완산구 거마산로 8-4 (삼천동1가),35.7966741,127.1225775
468,코코어린이집,"전라북도 전주시 완산구 양지2길 52-7 116동 104호(평화동2가, 동신2차)",35.7911989,127.1198986
469,콜럼버스어린이집,"전라북도 전주시 완산구 삼천천변3길 20 102동 107호(삼천동1가, 호반리젠시빌)",35.7973625,127.1116158
470,큐피트어린이집,전라북도 전주시 완산구 화산천변3길 12-3 (중화산동2가),35.8207481,127.1148494
471,크는나무어린이집,전라북도 전주시 완산구 따박골로 46 (중화산동2가),35.8102314,127.1271399
472,크는새싹어린이집,"전라북도 전주시 덕진구 견훤로 333 114동 104호(인후동1가, 두산위브)",35.841247,127.153749
473,크레파스어린이집,전라북도 전주시 덕진구 송천동1가 오송로 45 송천아이파크아파트 105동 101호,35.8619384,127.1318066
474,큰나무어린이집,"전라북도 전주시 완산구 거마평로 7 관리동(삼천동1가, 주공4단지)",35.7930401,127.1158283
475,큰동그라미어린이집,전라북도 전주시 덕진구 가재미로 23 (인후동1가),35.8271544,127.1628783
476,큰별어린이집,전라북도 전주시 완산구 내원당길 70-15 (대성동),35.7937208,127.1700991
477,큰빛사랑어린이집,전라북도 전주시 완산구 인봉로 38 (중노송동),35.82677839999999,127.1586047
478,큰빛선교어린이집,전라북도 전주시 덕진구 석소2길 11-4 아중큰빛교회내 큰빛선교어린이집,35.8336805,127.1685598
479,큰숲어린이집,"전라북도 전주시 덕진구 우아동3가 동부대로 575 101동 111호(우아동3가, 우정신세계)",35.8409757,127.166479
480,클로버어린이집,"전라북도 전주시 덕진구 붓내3길 29 119동 106호(송천동2가, 주공아파트)",35.8680209,127.1252793
481,키즈맘어린이집,"전라북도 전주시 완산구 모악로 4681 103동 101호(평화동2가, 미송평화하이죤)",35.787307,127.1283648
482,키즈멘토어린이집,전라북도 전주시 덕진구 가리내6길 16-12,35.845174,127.1104398
483,키즈쉐마어린이집,전라북도 전주시 덕진구 우아동1가 인교로 3-14,35.8246778,127.1709689
484,키즈엔젤어린이집,전라북도 전주시 덕진구 사근1길 11 310동102호,35.8666473,127.1295888
485,키즈캠어린이집,전라북도 전주시 완산구 평화11길 6-3 (평화동2가),35.789324,127.1361663
486,키즈콜럼버스어린이집,전라북도 전주시 완산구 고사평1길 8-13 (서신동),35.8357235,127.108664
487,킹덤어린이집,"전라북도 전주시 덕진구 견훤로 333 111동 102호(인후동1가, 두산위브)",35.841247,127.153749
488,타이니어린이집,전라북도 전주시 완산구 화산천변2길 3-3 (중화산동2가),35.8196697,127.1164981
489,태평양어린이집,전라북도 전주시 덕진구 모래내8길 23 (금암동),35.8348563,127.1432173
490,태평어린이집,전라북도 전주시 완산구 전주천동로 334 (태평동),35.823736,127.1384268
491,테바솔어린이집,전라북도 전주시 완산구 효자동3가 농소7길 32-16,35.8184052,127.100226
492,토마토어린이집,전라북도 전주시 완산구 중산1길 4-4 (중화산동2가),35.8147735,127.120152
493,튼튼아가어린이집,"전라북도 전주시 완산구 당산로 55 202동 101호(서신동, 남양대명)",35.8329972,127.1148368
494,팅커벨어린이집,"전라북도 전주시 완산구 중화산동2가 영경1길 25 101동 105호(중화산동2가, 우성근영타운)",35.8185824,127.1256694
495,파니파니어린이집,"전라북도 전주시 완산구 서신로 102 102동 104호(서신동, 광진선수촌)",35.8347722,127.1169051
496,파란나라어린이집,전라북도 전주시 덕진구 원산정길 22 (산정동),35.8429121,127.1721364
497,파란나무어린이집,"전라북도 전주시 완산구 효자동3가 유연로 217-11 107동 102호(효자동3가, 호반베르디움)",35.8259759,127.1080952
498,파란하늘어린이집,전라북도 전주시 덕진구 매봉로 23 (금암동),35.8399858,127.1410944
499,파랑새어린이집,전라북도 전주시 완산구 평화동2가 난전들로 245-15 (평화동2가),35.7897632,127.1156146
500,파랑어린이집,전라북도 전주시 완산구 서학3길 25-3 (서서학동),35.8064688,127.1513659
501,판암어린이집,전라북도 전주시 완산구 안행9길 29-10 (효자동1가),35.8021585,127.1327568
502,팔복성모어린이집,전라북도 전주시 덕진구 상리5길 8-5,35.8513805,127.1009895
503,팔복어린이집,전라북도 전주시 덕진구 신복7길 2-14,35.8554415,127.104327
504,팡팡어린이집,"전라북도 전주시 덕진구 와룡2길 14 8동 102호(송천동2가, 롯데아파트)",35.8671026,127.1127264
505,퍼스트어린이집,전라북도 전주시 덕진구 만성동로 16 103동 105호(LH퍼스트리움아파트),35.8375631,127.0762802
506,평화그린어린이집,"전라북도 전주시 완산구 평화로 100 204동 104호(평화동2가, 주공그린2단지)",35.7848347,127.1349762
507,평화노벨어린이집,전라북도 전주시 완산구 평화동1가 덕적골2길 66 평화지안리즈아파트 관리동 내,35.79305799999999,127.1410575
508,평화사임당어린이집,"전라북도 전주시 완산구 평화로 120 101동 108호(평화동2가, 경복궁아파트)",35.78725300000001,127.13528
509,평화원광어린이집,전라북도 전주시 완산구 백제대로 20-15 (평화동1가),35.7968897,127.1398584
510,평화피노키오어린이집,전라북도 전주시 완산구 평화5길 24-21 (평화동2가),35.7843941,127.1363225
511,푸르니어린이집,전라북도 전주시 덕진구 호성로 170 관리동(진흥더블파크 3단지),35.8660771,127.1456385
512,푸르지오 어린이집,전라북도 전주시 덕진구 인후동1가 석소로 77 아중대우아파트 관리동 1층,35.8337929,127.1663084
513,푸른꿈어린이집,전라북도 전주시 덕진구 송천동2가 사근1길 11-6 현대3차단지내,35.8678445,127.1284994
514,푸른나무어린이집,전라북도 전주시 덕진구 초당길 85-12,35.8712701,127.1543242
515,푸른샘 어린이집,"전라북도 전주시 덕진구 석소로 27 104동 106호(인후동1가, 아중제일)",35.8297678,127.1680107
516,푸른아이어린이집,전라북도 전주시 완산구 평화동2가 평화9길 16 주민복지관 1층,35.7875801,127.1378135
517,푸른어린이집,"전라북도 전주시 완산구 평화로 95 101동 104호(평화동2가, 호반리젠시빌)",35.78564009999999,127.1323649
518,푸른초장어린이집,전라북도 전주시 완산구 덕적골3길 36-6 (평화동1가),35.7975738,127.14361
519,푸른하늘어린이집,"전라북도 전주시 완산구 삼천천변2길 51 102동 112호(삼천동1가, 우성2차아파트)",35.79769280000001,127.1157388
520,풀빛유기농어린이집,전라북도 전주시 완산구 효자동3가 용호로 149 (효자동3가),35.8165522,127.0968652
521,풀잎어린이집,"전라북도 전주시 덕진구 안덕원로 325 102동 106호(인후동1가, 인후송정써미트아파트)",35.8391917,127.1626376
522,풍림아이원어린이집,"전라북도 전주시 완산구 우전1길 40 101동 101호(효자동2가, 풍림아이원)",35.8066113,127.1064494
523,프리머스키즈어린이집,"전라북도 전주시 덕진구 오공로 70 중동, 우미린 1차 관리동",35.8355499,127.1417709
524,하가부영어린이집,"전라북도 전주시 덕진구 덕진동2가 경동로 20 114동104호(덕진동2가,전주하가사랑으로부영아파트)",35.84760199999999,127.1121001
525,하가숲어린이집,"전라북도 전주시 덕진구 덕진동2가 경동로 19 105동103호(덕진동2가,하가지구 제일오투그란데아파트)",35.8429998,127.1102574
526,하가엔젤어린이집,전라북도 전주시 덕진구 덕진동2가 상가마을길 8-14,35.8399377,127.1142333
527,하가예다음어린이집,"전라북도 전주시 덕진구 가련산로 24 104동 102호(덕진동2가, 영무예다음아파트)",35.8404359,127.1102883
528,하가오투어린이집,전라북도 전주시 덕진구 덕진동2가 경동로 19 관리동 보육시설 (하가오투그란데아파트),35.8438774,127.1082743
529,하가휴먼빌 어린이집,전라북도 전주시 덕진구 덕진동2가 하가로 10 관리동,35.8451734,127.1129222
530,하나가정어린이집,"전라북도 전주시 덕진구 진버들3길 8-3 106동 102호(인후동1가, 진버들마을부영1차아파트)",35.8360312,127.162353
531,하나캐슬어린이집,전라북도 전주시 완산구 장승배기로 46-10 (삼천동1가),35.7961623,127.1211426
532,하늘꿈어린이집,"전라북도 전주시 완산구 강변로 106 103동 101호(삼천동1가, 삼천하이츠)",35.8008065,127.1128378
533,하늘샘어린이집,전라북도 전주시 완산구 당산로 11-3 (서신동),35.8327457,127.1085479
534,하늘숲어린이집,전라북도 전주시 덕진구 오공로 100 혁신호반베르디움 더클래스Ⅱ 아파트 관리동,35.8408369,127.0629392
535,하늘어린이집,전라북도 전주시 덕진구 솔내로 124  송천2차 현대아파트 관리동,35.8612162,127.1279181
536,하늘채어린이집,전라북도 전주시 완산구 화산천변로 55 (중화산동2가) 관리동(코오롱하늘채아파트),35.8235525,127.1150327
537,하민어린이집,전라북도 전주시 덕진구 인교6길 7 (우아동1가),35.825633,127.1722472
538,하버드어린이집,"전라북도 전주시 덕진구 가리내로 216 505동 101호(덕진동2가, 휴먼빌아파트)",35.839405,127.11288
539,하얀꿈어린이집,"전라북도 전주시 완산구 난전들로 257 102동 103호(삼천동1가, 대왕장미)",35.791641,127.1158655
540,하음어린이집,전라북도 전주시 완산구 신봉2길 10 (효자동1가),35.8106684,127.1192147
541,학산어린이집,전라북도 전주시 완산구 평화동2가 모악로 4726-1 평화주공4단지 관리동(평화동2가),35.7901693,127.132364
542,한국어린이집,전라북도 전주시 완산구 용산마을길 35 (삼천동2가),35.7930928,127.1028645
543,한나 어린이집,전라북도 전주시 덕진구 인후동1가 무삼지3길 5-1 한나어린이집,35.827582,127.1625268
544,한동어린이집,전라북도 전주시 완산구 평화19길 13-6 (평화동1가),35.7953707,127.1380247
545,한둥글어린이집,"전라북도 전주시 덕진구 안덕원로 251 107동 103호(인후동1가, 한신휴플러스)",35.8293595,127.1601659
546,한라비발디어린이집,전라북도 전주시 덕진구 송천동2가 천마산로 115 205동105호(송천동 한라비발디2단지),35.8654381,127.1347229
547,한라아이원어린이집,전라북도 전주시 덕진구 송천동2가 천마산로 115 209동 관리동,35.8643523,127.1285806
548,한마음어린이집,전라북도 전주시 완산구 계룡산길 44-6 (삼천동2가),35.7906033,127.104793
549,한빛어린이집,전라북도 전주시 덕진구 와룡로 109-13,35.8688713,127.1130156
550,한샘어린이집,전라북도 전주시 덕진구 초포로 228-9,35.87369,127.1466564
551,한솔빛어린이집,전라북도 전주시 덕진구 무삼지6길 8 (인후동1가),35.8281982,127.1640516
552,한솔어린이집,전라북도 전주시 완산구 유연로 349-18 (서신동),35.8262615,127.124337
553,한아름어린이집,"전라북도 전주시 완산구 효자동2가 호암로 40 205동 103호(효자동2가,골든팰리스휴먼시아)",35.8085729,127.099382
554,한우리어린이집,"전라북도 전주시 완산구 서곡로 11 105동 103호(효자동3가, 서곡대림)",35.8327191,127.0972829
555,해나라가정어린이집,"전라북도 전주시 덕진구 붓내3길 29 105동 103호(송천동2가, 주공아파트)",35.8680209,127.1252793
556,해달별어린이집,"전라북도 전주시 완산구 당산로 55 201동 105호(서신동, 남양대명)",35.8329972,127.1148368
557,해뜨는어린이집,"전라북도 전주시 완산구 장승배기로 15 402동 104호(삼천동1가, 주공아파트)",35.7931408,127.1139212
558,해뜰어린이집,"전라북도 전주시 완산구 새터로 95 관리동(서신동, 동아한일)",35.8362568,127.1177841
559,해랑꿈이랑어린이집,"전라북도 전주시 완산구 거마평로 93 501동 106호(효자동1가, 쌍용모악파크빌라)",35.8008344,127.1156986
560,해맑은어린이집,전라북도 전주시 완산구 안행8길 30 (삼천동1가),35.8001944,127.1323655
561,해미리어린이집,전라북도 전주시 덕진구 배미실마을길 18,35.8645996,127.1580992
562,해바라기어린이집,전라북도 전주시 덕진구 가리내로 590 (송천동1가),35.8618348,127.1174144
563,해사랑어린이집,"전라북도 전주시 덕진구 호성2길 16 106동 101호(호성동1가, 동아)",35.859995,127.152388
564,해성어린이집,"전라북도 전주시 덕진구 진북로 15 102동 104호(진북동, 동국해성)",35.8265538,127.1336407
565,해솜어린이집,"전라북도 전주시 완산구 모악로 4681 102동 101호(평화동2가, 미송평화하이죤)",35.787307,127.1283648
566,해오름어린이집,"전라북도 전주시 완산구 인봉남로 56 101동 104호(중노송동, 우성해오름아파트)",35.8259726,127.1601485
567,해오름재능어린이집,전라북도 전주시 덕진구 송천동2가 사근1길 11 현대3차@303동102호,35.8671322,127.1287512
568,해와달어린이집,전라북도 전주시 완산구 공북3길 27-2 (태평동),35.8269998,127.1388261
569,해와솔어린이집,전라북도 전주시 덕진구 인후동1가 무삼지로 10 아중마을부영6차아파트 관리사무소1층,35.8279709,127.166582
570,해피랜드24시어린이집,"전라북도 전주시 완산구 새터로 100 101동 102호(서신동, 대우대창)",35.8348303,127.1184753
571,해피안어린이집,"전라북도 전주시 완산구 평화7길 40 관리동(평화동2가, 송정써미트)",35.7856427,127.1381146
572,해피자이어린이집,"전라북도 전주시 덕진구 송천동1가 두간6길 10 103동 102호(송천동1가, 송천자이 아파트)",35.8659651,127.1189994
573,해피트리어린이집,"전라북도 전주시 완산구 삼천천변3길 20 106동 102호(삼천동1가, 호반리젠시빌)",35.7973625,127.1116158
574,햇살나라어린이집,전라북도 전주시 덕진구 인후동1가 무삼지5길 6-3 1층,35.8276921,127.1645107
575,햇살아이어린이집,"전라북도 전주시 덕진구 호성로 136 201동 106호(호성동1가, 진흥더블파크2단지)",35.8640412,127.1471197
576,햇살어린이집,"전라북도 전주시 완산구 당산로 34 101동 104호(서신동, 비사벌)",35.8316841,127.111485
577,행복나무어린이집,"전라북도 전주시 덕진구 석소로 55 101동 104호(인후동1가, 아중현대)",35.8320656,127.1658528
578,행복숲어린이집,전라북도 전주시 덕진구 백동로 32 (인후동2가),35.8476141,127.1497942
579,행복웃음어린이집,"전라북도 전주시 완산구 세내로 241 104동 103호(효자동2가, 효자1차엘드수목토)",35.8124162,127.1097267
580,행복주머니어린이집,"전라북도 전주시 완산구 평화로 120 102동 101호(평화동2가, 경복궁아파트)",35.78725300000001,127.13528
581,행복한가정어린이집,"전라북도 전주시 완산구 평화로 95 103동 101호(평화동2가, 호반리젠시빌)",35.78564009999999,127.1323649
582,행복한미키어린이집,"전라북도 전주시 완산구 평화동1가 덕적골1길 50 103동 104호(평화동 1가, 오네뜨아파트)",35.7935285,127.139364
583,행복한어린이집,"전라북도 전주시 완산구 장승배기로 15 405동 104호(삼천동1가, 삼천주공4단지)",35.7982034,127.1284962
584,현대아이사랑어린이집,"전라북도 전주시 완산구 세내로 545 105동 102호(효자동3가,서곡현대)",35.8333215,127.0989829
585,현대어린이집,전라북도 전주시 완산구 인정2길 12 (중화산동2가),35.8197755,127.1192535
586,현대코끼리어린이집,"전라북도 전주시 덕진구 솔내로 124 203동 101호(송천동1가, 송천현대2차아파트)",35.8612162,127.1279181
587,현대키즈 어린이집,"전라북도 전주시 덕진구 석소로 55 114동 104호(인후동1가, 아중현대)",35.8320656,127.1658528
588,현대피노키오어린이집,"전라북도 전주시 덕진구 석소로 55 106동 101호(인후동1가, 아중현대)",35.8320656,127.1658528
589,현어린이집,"전라북도 전주시 덕진구 호성로 170 304동 103호(호성동2가, 진흥더블유파크아파트)",35.8660771,127.1456385
590,혜윰어린이집,"전라북도 전주시 완산구 장승배기로 15 404동 103호(삼천동1가, 주공아파트)",35.7931408,127.1139212
591,호남어린이집,전라북도 전주시 완산구 삼산길 26 (삼천동3가),35.799593,127.0800769
592,호두나무어린이집,전라북도 전주시 덕진구 가리내로 216 휴먼빌아파트 관리동 1층 (덕진동2가),35.839405,127.11288
593,호반아이잼어린이집,전라북도 전주시 덕진구 오공로 71 혁신호반베르디움1차아파트 관리동,35.8259759,127.1080952
594,호반어린이집,"전라북도 전주시 완산구 유연로 217-11 관리동(효자동3가, 호반베르디움)",35.8259759,127.1080952
595,호반예꼬별어린이집,전라북도 전주시 덕진구 출판로 87 209동101호(호반베르디움 더클래스) 관리동,35.8408369,127.0629392
596,효성어린이집,전라북도 전주시 덕진구 송천동2가 사근1길 11 현대3차아파트307동108호,35.8678266,127.1284734
597,효자아이꿈어린이집,"전라북도 전주시 완산구 거마평로 217 101동 106호(효자동1가, 뷰티빌아파트)",35.8109442,127.1140318
598,효자제일어린이집,전라북도 전주시 완산구 신촌1길 44-3 (효자동3가),35.8140163,127.113511
599,훈민정음어린이집,전라북도 전주시 덕진구 모래내5길 52 (금암동),35.8370525,127.1434327
600,휴먼빌어린이집,"전라북도 전주시 덕진구 가리내로 216 501동 103호(덕진동2가, 휴먼빌아파트)",35.839405,127.11288
601,휴먼시아맑은샘어린이집,"전라북도 전주시 완산구 용호로 20 307동 1층(효자동2가, 휴먼시아3단지아파트)",35.8082635,127.1004345
602,휴먼시아밝은빛어린이집,"전라북도 전주시 완산구 호암로 88 관리동1층(효자동2가, 효자휴먼시아6단지)",35.8071592,127.102836
603,휴먼시아숲속어린이집,"전라북도 전주시 완산구 호암로 2 1블럭관리동내(효자동2가, 휴먼시아)",35.8082328,127.0968288
604,휴먼시아어린이집,"전라북도 전주시 완산구 소태정로 1 402동 103호(효자동2가, 휴먼시아아이린)",35.8063056,127.0968392
605,휴먼시아해오름어린이집,"전라북도 전주시 완산구 호암로 87 관리동(효자동2가, 휴먼시아5단지)",35.80716719999999,127.1028014
606,휴플러스어린이집,"전라북도 전주시 완산구 따박골4길 10 104동 104호(효자동1가, 한신휴플러스)",35.8069172,127.1270029
607,흥건어린이집,"전라북도 전주시 완산구 삼천천변1길 46 105동 101호(삼천동1가, 흥건삼천1차)",35.7943862,127.1158865
608,희망어린이집,"전라북도 전주시 덕진구 호성동1가 호성로 136 202동 103호(호성동1가, 진흥더블파크아파트)",35.8641884,127.146944
609,희망찬어린이집,"전라북도 전주시 덕진구 호성2길 16 101동 101호(호성동1가, 동아)",35.859995,127.152388
610,힐스테이트어린이집,전라북도 전주시 완산구 효자동3가 세내로 291,35.8139361,127.1056629
