NODE_NM,위도,경도
첨단휴먼시아,35.20802,126.8586317
신용초등학교,35.21066833,126.8588633
첨단휴먼시아,35.20798833,126.8588567
전남고,35.146547,126.843137
전남고,35.146269,126.842901
대우디오빌,35.151703,126.850462
대우디오빌,35.151519,126.851213
풍암SK뷰,35.118198,126.866439
금강1길,35.135587,126.795705
금강1길,35.135171,126.79608
지원2동주민센터(남),35.120161,126.932827
하남초교,35.179139,126.799605
하남초교,35.179137,126.79944
제2수원지,35.098109,126.963689
상무역(북),35.14736076,126.8485147
광주송정역(동),35.137125,126.7920217
용산지구,35.11707399,126.9290641
수완지구(KS병원),35.1986266,126.8326393
선운휴먼시아,35.1484152,126.7789307
선운휴먼시아,35.1484052,126.7786407
수문초교입구,35.19618622,126.8369188
수문초교입구,35.19629186,126.836946
덕흥마을입구,35.1688081,126.8355616
덕흥마을입구,35.1686912,126.8353606
덕흥동,35.1692086,126.833414
럭키금속,35.13427495,126.7708146
럭키금속,35.1341229,126.7711178
월전공원,35.13354866,126.7668334
월전공원,35.13352066,126.7670989
평동역(남),35.12465724,126.7680445
평동산단로,35.1211225,126.768387
평동산단로,35.12142,126.7687375
아르네코리아,35.116556,126.770605
아르네코리아,35.116572,126.770932
원두공원,35.1189952,126.7759612
원두공원,35.1189963,126.7755944
평동공단,35.11965238,126.7772829
평동공단,35.1198981,126.7772293
덕흥삼거리,35.16753545,126.8380943
동산교차로,35.125301,126.850484
선운중학교,35.1485319,126.7760311
선운중학교,35.1483959,126.7761551
광주시립인광병원,35.162852,126.667576
상무지구기점,35.157058,126.838676
상무지구종점,35.157067,126.839004
인탑스(서),35.134435,126.760978
인탑스(서),35.1344185,126.7608109
농성파출소,35.15001944,126.8891
농소,35.02626111,127.0295167
농소,35.02638611,127.0296778
한국농어촌공사,35.15150278,126.8649833
건국동행정복지센터,35.22226093,126.8808873
농장다리,35.15099444,126.929225
농장다리,35.15114722,126.9269278
패밀리농장,35.20536944,126.6637806
신덕마을,35.135063,126.786627
신덕마을,35.134893,126.786499
장덕농협,35.19080833,126.8089583
장성남면농협,35.24169722,126.8113194
비엔날레전시관입구,35.18121667,126.8901333
장덕농협,35.191025,126.8090639
능주고,34.98648056,126.9599972
능주면사무소,34.99006944,126.9586306
만수리,35.01251667,126.9534056
능주사거리,34.99188611,126.9579583
능주역,34.98651389,126.9631389
능주초교,34.98851389,126.9584556
다지2구,35.04297778,127.0035917
다지2구,35.04302778,127.0037306
한국단자공업,35.21345278,126.8170667
닭전머리,35.15134167,126.9018972
닭전머리,35.15098056,126.9021667
대광여고,35.12683889,126.8975361
대광여고,35.12663056,126.89785
송정대덕아파트,35.1355,126.7977583
대덕아파트,35.15451111,126.8150306
대덕아파트,35.15446111,126.8151139
호남삼육고입구,35.12968889,126.8981028
대반초교,35.17489722,126.810225
대성사거리,35.14312222,126.9029222
대성사거리,35.142446,126.902988
대성초교,35.14322778,126.9058722
도로교통공단 대신파크,35.1822,126.9091
도로교통공단 대신파크,35.18244444,126.9090028
중앙일보,35.190535,126.804442
상무대우아파트,35.15736667,126.8472556
대인광장(서),35.15591667,126.911375
대인시장(동),35.15380278,126.9197361
대인시장(동),35.15365,126.9197667
대인시장(서),35.15332778,126.9162722
대인시장(서),35.15263333,126.9171111
대주빌라,35.17001111,126.9373194
대주빌라,35.16947778,126.9372361
마재대주아파트,35.12745556,126.8574028
풍암모아아파트,35.12521944,126.8756722
진월대주아파트,35.12125556,126.8985361
진월대주아파트,35.12170389,126.8987722
비엔날레전시관입구,35.18045833,126.8899806
마재대주아파트,35.12756389,126.857525
국립광주과학관,35.227761,126.850404
국립광주과학관,35.227575,126.8504111
장등동,35.200286,126.933692
대촌마을,35.23571389,126.8540417
광주시립미술관하정웅미술관,35.153625,126.8883056
봉선대화아파트,35.12620556,126.9058667
덕남,35.09390556,126.8988583
덕산아파트,35.16883056,126.931575
덕산아파트,35.16895556,126.9316361
덕성,35.25661389,126.7792111
중앙교회,35.27383333,126.8301861
덕촌,35.26277222,126.84105
도동고개,35.19198056,126.9352889
문흥지구입구(동),35.19089167,126.9347639
도산동,35.12693333,126.7841806
도산동,35.12700556,126.7841944
도산역,35.13096389,126.787325
도산파출소,35.12876111,126.7854167
도산파출소,35.12843056,126.7853472
도선사,35.195626,126.934697
도선사,35.19597222,126.9359528
도촌교,35.21806111,126.8113361
문화전당역(동),35.14776111,126.9190722
연동,35.12383056,126.7000667
회룡(광산구),35.123975,126.6957639
도야,35.12576667,126.6892333
신광(삼도),35.12775,126.68445
대산,35.12899167,126.6814361
대산삼거리,35.12876111,126.6800556
명화동,35.12274444,126.7216417
축산시험장,35.12380556,126.7353389
용강입구,35.12442778,126.7372861
기곡,35.126075,126.7424667
용곡입구,35.12627778,126.7448306
평동초교,35.12609444,126.7559472
옥동,35.12536111,126.7584194
상선,35.11906111,126.7802528
하선,35.11183056,126.77945
평호동,35.10780833,126.7788083
유림,35.10088611,126.7775583
동곡,35.09727222,126.7739222
호가정,35.09133889,126.7725722
창교,35.08633889,126.7720917
용봉입구,35.08126111,126.7671
용봉마을,35.07411667,126.7697944
용봉입구,35.08138611,126.7671167
성산마을,35.07332778,126.757975
노안남초교,35.06661389,126.7517806
동산마을,35.06156944,126.7490444
산정(나주),35.05343056,126.7377222
나주북초교,35.05125278,126.7258889
나주동신대,35.04896389,126.7203222
나주중앙병원,35.035725,126.7199194
나주터미널,35.03355,126.721125
성북아파트,35.03582222,126.7207111
성북육교,35.03628333,126.71695
나주금성고,35.03906667,126.7159444
나주금성고,35.03865278,126.7149889
천주교사거리,35.03578056,126.7165306
나주동신대,35.04873889,126.7204694
나주농협송현지점,35.050625,126.7229639
천동입구,35.05205556,126.7312611
산정(나주),35.05332222,126.7378667
동산마을,35.06083889,126.7485028
노안남초교,35.06637222,126.7518639
성산마을,35.07386111,126.7589306
창교,35.08677778,126.7725111
호가정,35.09141111,126.7727083
동곡,35.09815833,126.7750139
유림,35.10176944,126.7779472
평호동,35.10720278,126.7788556
하선,35.11088333,126.77945
공항,35.141437,126.810752
서창사거리,35.13938333,126.8309889
서창농협 벽진지점,35.13313611,126.8304722
마산(서창),35.12758056,126.8311528
동하,35.12162222,126.8329056
서창동주민센터,35.11430833,126.8295722
불암,35.11060556,126.8364778
매월동(북),35.11274722,126.8443167
대동고,35.11373611,126.8484056
서부자동차매매단지,35.113987,126.856128
종합유통단지,35.115246,126.85905
서부농수산물도매시장,35.117484,126.858137
공구단지,35.119704,126.858924
매월종합상가입구,35.12001,126.860707
운리마을,35.11521389,126.8677694
동명회/송원고,35.11401111,126.8698917
송암공단입구,35.10852222,126.8785333
남선산업,35.10765833,126.8848806
송하삼익아파트,35.11040278,126.8927222
대성여고,35.11798611,126.898575
송하삼익아파트,35.11103056,126.8941111
남선산업,35.10810833,126.8854306
송암공단입구,35.10889167,126.8784028
동명회/송원고,35.1141,126.8705556
운리마을,35.11550556,126.8677083
풍암대주아파트,35.11933759,126.863356
공구단지,35.119337,126.858067
화훼단지,35.116452,126.85374
대동고,35.11417222,126.8489417
절골입구(서),35.11069722,126.8287556
중촌,35.11015,126.82295
서창치안센터,35.10745278,126.8209139
일신방직,35.1364098,126.7640076
일신방직,35.136624,126.763752
남해철강(서),35.134407,126.766716
남해철강(서),35.1344109,126.7669525
월전공원(남),35.1314087,126.7671127
월전공원(남),35.1313972,126.7672729
월전마을,35.1237984,126.7776031
월전마을,35.123855,126.777873
가천아파트,35.151413,126.7877731
가천아파트,35.151326,126.787789
장덕마을(서),35.190987,126.813053
장덕마을(서),35.1908302,126.8116989
유니스전자,35.191024,126.804918
유니스전자,35.19082,126.80491
송원철강,35.197128,126.804693
송원철강,35.1972351,126.8044205
하남삼성전자사거리(남),35.202082,126.804669
하남삼성전자사거리(남),35.202167,126.804427
광신스크랩,35.206038,126.805119
광신스크랩,35.206176,126.805497
세화,35.207326,126.809982
세화,35.207473,126.809816
서암기계,35.210618,126.80995
서암기계,35.210241,126.809794
동일물산,35.213774,126.809686
동일물산,35.213801,126.809942
부국철강,35.213467,126.80487
부국철강,35.213278,126.805264
안청삼거리,35.216392,126.804773
안청삼거리,35.2165489,126.8045807
비아동주민센터(앞),35.22173,126.82456
비아동주민센터(앞),35.2218437,126.8244934
비아중,35.223181,126.835865
공군부대후문,35.12581,126.787728
근형기업,35.12951944,126.761425
근형기업,35.129583,126.7616
평동역(동),35.1249695,126.7685089
석봉운수차고지,35.1296196,126.7556305
석봉운수차고지,35.129785,126.755598
평동공원,35.132843,126.756703
평동공원,35.132983,126.756724
인탑스(동),35.13329,126.76171
인탑스(동),35.133426,126.761769
남해철강(동),35.133685,126.766222
남해철강(동),35.133832,126.766418
골옷교,35.20228,126.816236
골옷교,35.202561,126.817653
풍암중학교,35.1217918,126.8787537
풍암중학교,35.1218224,126.8786621
풍암부영아파트,35.1229515,126.8792114
풍암부영아파트,35.123344,126.87892
신암우체국,35.124476,126.878561
신암우체국,35.124461,126.878491
풍암부영아파트(정문),35.124489,126.87712
풍암부영아파트(정문),35.124428,126.877142
풍암OK마트,35.124853,126.868924
풍암OK마트,35.12472,126.868993
풍암고후문,35.1240654,126.8688278
풍암고후문,35.124055,126.868905
풍암고정문,35.1220589,126.8669891
풍암고정문,35.122027,126.866965
풍암동부아파트,35.120657,126.867316
마재호반아파트(정문),35.126843,126.855472
마재호반아파트(정문),35.126369,126.855547
마재종원아파트(정문),35.130673,126.855183
마재종원아파트(정문),35.13098,126.855386
남양아파트,35.131005,126.85687
남양아파트,35.131077,126.856948
운천역(북),35.150839,126.858707
운천역(북),35.151358,126.858332
상무고,35.1552086,126.8593292
중흥아파트사거리,35.158596,126.8595123
버들마을사거리,35.161567,126.863417
버들마을사거리,35.161459,126.863251
금호베어스타운,35.144783,126.857
마재대주아파트(후문),35.128914,126.855108
풍암동부아파트,35.12063,126.867505
중흥아파트사거리,35.1584778,126.85923
광주학생문화회관,35.1553116,126.8590775
금호호반아파트1차,35.13795009,126.8587494
쉬어가는집,35.121133,126.714957
호산병원,35.14106,126.794431
앵남역,35.050308,126.90586
앵남역,35.050306,126.905718
문화전당역(종각),35.14768333,126.9198056
문화전당역(동),35.14738333,126.918875
국립아시아문화전당(구.도청),35.14803889,126.9184556
도촌교,35.21810278,126.8112889
도현,35.21287778,126.7956139
도현,35.21284167,126.7958194
돌고개역(동),35.15223056,126.8963
돌고개역(동),35.15225556,126.8970167
동강대후문,35.17039722,126.9244167
동강대후문,35.17044722,126.9248528
대인광장(동),35.15684722,126.9127389
대인광장(동),35.15716111,126.9131278
동구노인종합복지관,35.15123333,126.9235583
동구노인종합복지관,35.15096944,126.9235667
동구청,35.14741111,126.9217889
동구청,35.14660556,126.9219639
동림마을,35.20975278,126.6889861
동림교,35.17513333,126.8639306
동림삼익아파트,35.17731389,126.8643028
동림삼익아파트,35.17756111,126.8642278
동림푸른마을,35.18713056,126.8647306
상전,35.13918056,126.8004194
동부소방서,35.15521111,126.9132444
동부소방서,35.15445278,126.9141667
동산아파트,35.15150556,126.9367306
동산아파트,35.15146389,126.9366333
동산초교,35.14920278,126.9364278
지산2동행정복지센터,35.147699,126.935767
동성고,35.11575,126.8977972
동성고,35.11437778,126.8975444
동천우미린아파트,35.17164167,126.8687222
동천마을6단지,35.171725,126.8706972
동신대한방병원,35.150058,126.896445
동신대한방병원,35.150164,126.896205
동강대,35.16891944,126.920225
동강대,35.16970833,126.9210083
동암,35.02926389,127.0508306
동암,35.02916667,127.0505028
동진맨션,35.15915833,126.9270028
동진맨션,35.15838056,126.9280028
동호,35.16998333,126.6842361
용호(광산구),35.18274167,126.6795278
대인광장(북),35.15704167,126.9117639
대인광장(북),35.15671389,126.9121139
교대금호어울림,35.16424722,126.930925
교대금호어울림,35.16458889,126.9310389
두암초교,35.16931667,126.9325361
율곡초교,35.16041111,126.9352972
율곡초교,35.16101944,126.9351306
두암타운후문,35.16146389,126.9342667
두암타운후문,35.16095556,126.9332528
등촌,35.17450833,126.9639722
등촌,35.17435833,126.9639583
첨단사거리,35.21751944,126.8406972
샛터코아,35.18574444,126.921075
봉선라인광장,35.12785833,126.9103444
봉선라인광장,35.12790833,126.9100778
두암라인동산아파트,35.17166111,126.9353889
두암라인동산아파트,35.17156944,126.9356333
문흥라인동산아파트,35.18895278,126.9257833
문흥라인동산아파트,35.18940278,126.9259583
첨단초교,35.21884722,126.8372222
첨단2동행정복지센터,35.21510556,126.8426444
첨단사거리,35.21785833,126.8408444
첨단도서관,35.21716944,126.8315167
어룡초교,35.15579444,126.7922722
어룡초교,35.15617222,126.7923806
신동사거리,35.133854,126.789155
라인효친,35.12765278,126.9179444
럭키아파트,35.13788889,126.8746639
럭키아파트,35.13796389,126.8746806
첨단롯데마트,35.21663333,126.8526778
첨단롯데마트,35.21666111,126.8528972
롯데백화점,35.15438611,126.9109556
롯데백화점,35.15431111,126.9105583
용두입구,35.099538,126.821676
학동(서창),35.09751944,126.8240722
개동,35.09166389,126.8265889
대촌한일베라체,35.08204601,126.8311447
지석사거리,35.081075,126.8334028
대촌미곡처리장,35.07676667,126.8270778
대지동상촌,35.07400833,126.8225528
대지동하촌,35.07332222,126.818525
육묘장,35.07041389,126.8158722
신장,35.05650618,126.8164355
무학초교,35.06631389,126.8056722
학촌,35.064815,126.802842
도덕,35.05957222,126.8051306
구소,35.05319167,126.8118444
양촌(대촌),35.06163611,126.7937778
유촌,35.06002222,126.7900694
승촌주택단지,35.05800556,126.7865167
승촌,35.05636944,126.7839861
월성,35.06935556,126.8024389
지동,35.07188333,126.8040639
화장앞길,35.074025,126.8036806
화장뒷길,35.07591944,126.8041917
농막,35.08258889,126.8076111
시산,35.08595278,126.8078
석정,35.08749722,126.8090833
구룡(대촌),35.09473333,126.81355
신용,35.09676111,126.8159917
봉학,35.098612,126.818868
서창농협 벽진지점,35.13278889,126.8317833
석곡파출소,35.21391667,126.9485306
보촌2구,35.22261389,126.9583361
보촌1구,35.22316944,126.9632417
해평리,35.22242778,126.9669417
고서사거리,35.22232778,126.9733556
고서중,35.224075,126.978375
교산,35.22499444,126.9846167
연동(담양),35.22497222,126.9917417
산덕,35.22858056,126.9973944
보평리,35.23351389,127.0117139
창평고입구,35.23757778,127.0146111
창평초교,35.23965278,127.0186556
창평훈련장,35.24153056,127.0227833
신갈,35.24514167,127.0251111
대덕,35.24990556,127.0381389
오강리,35.22846667,127.0051361
고서중,35.22404444,126.9778944
고서사거리,35.22256944,126.9741944
해평리,35.22249167,126.967025
보촌1구,35.22331667,126.9631889
보촌2구,35.22325833,126.9571528
석곡파출소,35.21448889,126.9489139
주평,35.23132778,126.9562611
노안동,35.23478056,126.9557417
담양월곡,35.23808056,126.9551222
유산리,35.25496944,126.9571972
죽림,35.26043333,126.9600861
연동리,35.264425,126.9586389
탄금리,35.26939722,126.9587361
봉산,35.2765,126.9564861
삼지리,35.26915,126.940125
황금리,35.27193611,126.9376972
정중리,35.27758056,126.9361861
개동리,35.281175,126.9369111
남산마을입구,35.28427778,126.9372861
만화동,35.29077778,126.9359583
나산리,35.29386111,126.9350111
하촌1길,35.29771111,126.9342333
농협판매장,35.30080556,126.9323639
수북면사무소,35.30113333,126.9278333
고성리,35.29496111,126.9237139
월성(담양),35.29335278,126.9209194
성산리,35.28903889,126.9139194
행정리,35.28766667,126.9088611
갑향리,35.28618611,126.9022472
병풍리,35.28485,126.8979444
한재초교,35.27812222,126.8905972
대치,35.27655833,126.8872778
한재중,35.27464722,126.8885667
시목,35.26055556,126.8898139
응기,35.25160833,126.8909889
삼소동입구,35.24637222,126.8875556
용산교(북구),35.24433889,126.8905833
전통공예문화학교,35.24222222,126.8977611
효령노인복지타운,35.243207,126.910541
북초교,35.244187,126.914817
앵남2구,35.048252,126.905694
앵남2구,35.048215,126.905608
화남마을,35.04435,126.904439
화남마을,35.045347,126.904919
원화리,35.039719,126.904997
원화리,35.039802,126.904779
원동마을,35.030365,126.908583
원동마을,35.030464,126.908465
도곡온천단지입구,35.027618,126.906118
도곡온천단지입구,35.027807,126.906045
도곡온천단지,35.029471,126.903647
계소리2구,35.050907,126.951131
계소리2구,35.05098,126.951152
도웅리2구,35.05074,126.946238
도웅리2구,35.050681,126.946182
도웅리1구,35.051671,126.939737
계소리,35.051673,126.958627
계소리,35.051737,126.958633
전남학숙,35.052451,126.90906
효령노인복지타운,35.24177,126.912247
명화리,35.123524,126.711609
남구청,35.131676,126.902811
첨단2부영사랑으로아파트,35.213456,126.862875
빛고을고입구,35.21314611,126.8613856
매월종합상가공구단지,35.11685,126.860247
매월종합상가공구단지,35.116732,126.86059
노대제,35.102925,126.904827
노대제,35.10282,126.905057
하남삼성전자사거리(북),35.202251,126.8053
공항,35.14086,126.809511
공군부대정문,35.1361542,126.8035355
공군부대정문,35.1359177,126.8039474
송정신한화아파트,35.1367188,126.8000412
송정신한화아파트,35.1365318,126.8001404
현대위아,35.1971487,126.7878844
현대위아,35.19718172,126.7876538
RTM,35.19997269,126.7857772
RTM,35.19998011,126.7855851
수호,35.2031851,126.7834649
수호,35.20287346,126.7834881
광주교도소,35.21432288,126.9105816
광주교도소,35.2143391,126.9107812
광주교도소,35.2143391,126.9107812
광주교도소,35.21444648,126.9046372
수완하나중입구,35.193701,126.829808
수완하나중입구,35.193701,126.830216
수완지구대,35.191052,126.828611
수완지구대,35.191435,126.828963
수완중,35.18651,126.828503
수완중,35.186702,126.828863
봉정,35.13516998,126.7222824
LG전자광주물류센터,35.20629621,126.7830286
LG전자광주물류센터,35.20658098,126.7827286
케이엔,35.20855878,126.7815303
케이엔,35.20850266,126.7813217
진곡공원,35.20973559,126.7838907
진곡공원,35.20936952,126.7843552
선진알미늄,35.20616155,126.7866957
선진알미늄,35.20614579,126.7866413
동명정공,35.20314172,126.7887952
동명정공,35.20331212,126.7888649
무등스크린,35.19842862,126.7922409
무등스크린,35.1984352,126.7923912
명진하이테크,35.19618235,126.7905975
명진하이테크,35.19615653,126.7906616
광주그린카진흥원입구,35.1941222,126.7915774
광주그린카진흥원입구,35.19423259,126.791337
진곡화물공영차고지,35.19332035,126.7948833
진곡화물공영차고지,35.19325832,126.7950614
진곡산단,35.21086145,126.7814622
진곡산단,35.21068468,126.781513
효천지구,35.098493,126.880619
효천지구,35.098708,126.880465
KTX체육기지,35.183023,126.791286
광주디자인센터,35.22344713,126.8457854
광주디자인센터,35.22326084,126.8459445
기룡마을,35.098881,126.762415
대덕훼미리아파트,35.15436214,126.8106027
대덕훼미리아파트,35.15461804,126.8107142
돈보스코학교,35.18458347,126.794116
돈보스코학교,35.18449006,126.7937531
동산마을,35.114336,126.7219
봉흥마을,35.218774,126.731083
선운리버프라임아파트,35.15106156,126.7797363
선운리버프라임아파트,35.151001,126.780249
우주선어린이공원입구,35.190805,126.81168
폭스존,35.22096389,126.8527306
폭스존,35.22012778,126.8529278
정부광주지방합동청사입구,35.22177778,126.8491222
롯데칠성,35.19896389,126.8759833
롯데칠성,35.19884167,126.875825
마당고개,35.19090833,126.877275
마령,35.20257222,126.6651333
김대중컨벤션센터(마륵)역,35.14252222,126.8403417
장성마산,35.26311111,126.791125
화정무등파크,35.15737778,126.8787611
정부광주지방합동청사입구,35.22189167,126.8489694
수동,35.01675,126.9527111
말바우시장(남),35.17054444,126.9216417
말바우시장(동),35.17242778,126.9244556
말바우시장(동),35.17238611,126.9247083
말바우시장(서),35.17151944,126.9211361
말바우시장(서),35.17152778,126.9214278
석곡동행정복지센터,35.21279722,126.9485917
석곡동행정복지센터,35.21278889,126.9484028
전남공무원교육원,35.19395,126.8914472
매곡삼익아파트,35.18824444,126.8942778
매화동(장성),35.2669,126.8273611
맥동,35.20278056,126.7538528
가마,35.17117778,126.7027583
산수2동행정복지센터,35.15383056,126.9364722
명지맨션,35.13911667,126.892625
명지맨션,35.1398,126.8919306
모아제일아파트,35.158405,126.861516
라인효친,35.12752222,126.9175
모아2차아파트,35.12798889,126.9141139
모아2차아파트,35.12805833,126.9140917
송정모아아파트,35.141075,126.802
송정모아아파트,35.14116667,126.8019306
문흥라인아파트,35.18621667,126.923525
모아제일아파트,35.158269,126.861353
버들마을,35.16183056,126.8627167
상무호반3차,35.15943056,126.8630056
광산구노인복지회관,35.17170556,126.8154667
광산구노인복지회관,35.17185556,126.8151833
광주기아챔피언스필드,35.168626,126.890232
광주기아챔피언스필드,35.168471,126.890658
광주기아챔피언스필드입구,35.16871111,126.8917222
무등도서관,35.17565,126.9270639
무등도서관,35.17444167,126.9263861
무등시장,35.13702222,126.8942028
무등시장,35.1376,126.8936306
무등시장입구(남),35.13360833,126.8957972
무등시장입구(북),35.13494722,126.8958056
무등시장입구(북),35.135008,126.895598
무등시장입구(남),35.13361389,126.89515
소태역,35.12330278,126.9325083
소태역,35.12393333,126.9320417
산수무등파크,35.157075,126.9400361
도산동행정복지센터,35.12872222,126.7923056
각화무등파크,35.17818333,126.9346861
각화무등파크,35.17863056,126.9349472
화정무등파크,35.15721667,126.8795472
학동무등파크,35.13265278,126.9315778
무양서원,35.20873889,126.8397167
무양서원,35.20887222,126.8404417
무진중,35.144625,126.9005167
무진중,35.14471944,126.8995333
유동사거리,35.15973056,126.9065833
문산중,35.19012778,126.9235639
문산중,35.19099722,126.9240361
문성석재,35.02166111,127.0769222
문화아파트,35.17535278,126.9319472
문화아파트,35.1754,126.9322917
문화예술회관,35.17545278,126.8807139
문화예술회관후문,35.17876667,126.8802722
문화중,35.17749722,126.9234639
문화중,35.17759722,126.9236389
영락공원입구,35.244154,126.915392
수곡,35.24568333,126.9191222
두촌,35.24661111,126.922625
단지삼거리,35.24896944,126.9254556
단지마을,35.24610556,126.9261806
시립공원묘지,35.23747778,126.932625
공원묘지,35.23518889,126.9350972
국립5.18민주묘지,35.23168056,126.9421528
어운,35.22687222,126.9450833
주룡,35.22325833,126.946425
복다우,35.21809167,126.9480667
공원묘지입구,35.21621389,126.9495083
태령,35.25101389,126.9277444
신평,35.25182222,126.9304417
